Year,Engine_Size,Mileage,Fuel_Type,Transmission,Price
2011,4.7,176460,Electric,Automatic,12070
2010,4.0,57669,Hybrid,Manual,10946
2008,1.1,292057,Electric,Semi-Automatic,3758
2013,3.2,59388,Diesel,Manual,10012
2017,4.5,267485,Petrol,Automatic,9850
2015,3.5,127954,Hybrid,Automatic,12040
2007,1.2,146587,Diesel,Semi-Automatic,4468
2019,4.1,9200,Hybrid,Semi-Automatic,14716
2002,2.1,245787,Electric,Automatic,5384
2007,4.7,186809,Electric,Manual,9163
2001,3.6,35821,Hybrid,Semi-Automatic,8283
2013,1.5,121751,Electric,Semi-Automatic,9064
2013,2.0,88275,Diesel,Semi-Automatic,8234
2008,2.8,227755,Diesel,Automatic,6244
2011,4.4,175408,Hybrid,Automatic,10791
2021,4.6,157634,Hybrid,Manual,12847
2019,4.9,250207,Electric,Automatic,13195
2006,3.6,263199,Petrol,Semi-Automatic,4236
2009,2.6,59651,Hybrid,Automatic,10706
2005,4.1,101857,Hybrid,Manual,8662
2010,2.2,7796,Diesel,Semi-Automatic,9144
2013,3.5,142779,Hybrid,Manual,9644
2019,3.5,160589,Hybrid,Manual,11088
2013,4.0,34829,Diesel,Manual,11303
2015,1.4,238290,Electric,Automatic,8734
2012,3.3,253002,Hybrid,Automatic,8439
2013,4.2,79579,Petrol,Automatic,12108
2006,1.7,217119,Electric,Manual,5257
2013,1.9,36708,Electric,Automatic,12665
2000,5.0,260128,Petrol,Automatic,5397
2005,2.2,48268,Petrol,Automatic,8334
2021,2.2,205621,Hybrid,Automatic,10987
2000,4.9,277530,Petrol,Semi-Automatic,3449
2015,3.4,292522,Hybrid,Automatic,8649
2023,2.7,214838,Hybrid,Manual,10403
2008,5.0,163749,Hybrid,Automatic,10725
2002,1.2,2113,Petrol,Semi-Automatic,5857
2011,3.9,230860,Petrol,Manual,6682
2017,2.8,133732,Diesel,Semi-Automatic,9325
2005,2.8,240044,Petrol,Manual,3599
2020,1.6,135693,Petrol,Semi-Automatic,8986
2007,3.4,257837,Electric,Semi-Automatic,6443
2018,4.9,115393,Diesel,Semi-Automatic,12092
2022,2.2,148932,Hybrid,Manual,10921
2000,4.0,67746,Petrol,Manual,6745
2022,1.6,70988,Electric,Semi-Automatic,12880
2023,4.3,48721,Diesel,Manual,14325
2004,1.8,239182,Petrol,Semi-Automatic,2316
2017,2.9,269013,Hybrid,Manual,7719
2000,2.0,64819,Petrol,Semi-Automatic,4803
2013,2.7,272614,Petrol,Automatic,6747
2005,1.3,290532,Diesel,Semi-Automatic,2000
2011,2.8,223865,Hybrid,Automatic,8222
2017,3.9,246848,Petrol,Manual,8163
2008,3.1,108467,Diesel,Manual,7430
2003,2.1,103278,Hybrid,Semi-Automatic,6034
2015,3.3,125268,Hybrid,Semi-Automatic,10394
2014,2.1,183149,Diesel,Semi-Automatic,6737
2015,4.7,202322,Diesel,Semi-Automatic,9253
2017,3.7,58102,Diesel,Manual,11737
2022,1.5,41173,Electric,Semi-Automatic,13376
2022,1.8,278342,Petrol,Semi-Automatic,6933
2009,2.1,200018,Hybrid,Manual,5899
2000,3.3,196915,Electric,Semi-Automatic,5461
2012,4.4,552,Petrol,Automatic,13588
2008,2.9,89645,Diesel,Automatic,9107
2004,4.3,5954,Hybrid,Manual,10480
2016,1.6,41061,Diesel,Semi-Automatic,9678
2021,2.0,153706,Hybrid,Manual,10325
2003,2.3,293688,Petrol,Semi-Automatic,2000
2011,4.0,291373,Electric,Semi-Automatic,7572
2009,1.0,285502,Petrol,Manual,2089
2000,4.0,210630,Electric,Semi-Automatic,5887
2012,4.3,147407,Hybrid,Automatic,11551
2009,4.6,58162,Diesel,Semi-Automatic,10236
2000,1.9,51334,Diesel,Automatic,6473
2013,1.7,59577,Electric,Semi-Automatic,10508
2001,3.1,279309,Electric,Manual,3913
2009,3.6,100942,Petrol,Semi-Automatic,8381
2002,4.5,24369,Diesel,Automatic,10212
2004,2.0,116081,Diesel,Automatic,6478
2007,4.5,56348,Diesel,Semi-Automatic,9573
2011,3.9,264755,Diesel,Semi-Automatic,6004
2022,3.5,254869,Hybrid,Automatic,11602
2003,4.9,60570,Diesel,Semi-Automatic,8688
2017,2.3,3009,Hybrid,Semi-Automatic,12439
2006,1.8,48144,Diesel,Semi-Automatic,6737
2002,2.5,50314,Electric,Manual,8193
2002,2.2,5020,Diesel,Automatic,8299
2002,4.4,81512,Diesel,Automatic,8969
2013,4.7,254167,Diesel,Semi-Automatic,7616
2020,3.5,232400,Diesel,Semi-Automatic,8952
2023,2.0,128626,Petrol,Automatic,11927
2010,4.9,133554,Diesel,Semi-Automatic,9328
2015,2.8,225481,Petrol,Semi-Automatic,6890
2022,5.0,211047,Petrol,Automatic,12979
2006,2.0,49359,Electric,Semi-Automatic,8912
2000,2.1,26663,Hybrid,Semi-Automatic,6666
2018,4.9,183575,Electric,Manual,12728
2006,2.2,297485,Petrol,Semi-Automatic,2150
2002,4.4,265879,Petrol,Semi-Automatic,3782
2017,1.9,5233,Electric,Semi-Automatic,12995
2009,4.0,265479,Electric,Manual,7490
2005,2.8,138032,Electric,Manual,7639
2023,2.0,160084,Hybrid,Manual,10798
2008,3.1,34423,Hybrid,Automatic,11411
2000,2.7,116677,Electric,Semi-Automatic,6466
2014,1.1,113145,Petrol,Semi-Automatic,7137
2002,1.7,264575,Electric,Semi-Automatic,3108
2003,3.6,240657,Petrol,Automatic,5286
2006,2.4,154960,Petrol,Automatic,6700
2017,2.4,140689,Hybrid,Automatic,11286
2005,4.0,228725,Hybrid,Semi-Automatic,6025
2020,2.0,183441,Diesel,Automatic,9931
2003,2.3,117694,Hybrid,Automatic,7446
2003,1.9,138278,Diesel,Semi-Automatic,4134
2008,4.5,203634,Diesel,Automatic,8427
2007,1.7,255059,Petrol,Semi-Automatic,2798
2014,1.9,253678,Petrol,Semi-Automatic,5126
2021,4.3,189655,Hybrid,Automatic,13406
2020,4.0,224676,Hybrid,Automatic,12106
2018,3.3,151881,Diesel,Semi-Automatic,9762
2008,2.0,210592,Hybrid,Manual,5288
2007,1.6,244812,Petrol,Semi-Automatic,2903
2011,2.9,270773,Electric,Automatic,8384
2016,3.8,196371,Petrol,Manual,8772
2004,3.4,90326,Hybrid,Automatic,9393
2004,2.0,47929,Hybrid,Manual,7341
2010,1.7,260904,Diesel,Manual,3581
2011,2.3,254220,Electric,Automatic,8115
2014,2.5,47829,Petrol,Semi-Automatic,9843
2009,1.5,4339,Petrol,Manual,8213
2022,3.4,68508,Diesel,Automatic,14229
2006,2.8,282433,Electric,Automatic,6551
2018,1.1,156396,Electric,Manual,9472
2011,1.5,173761,Hybrid,Semi-Automatic,6424
2020,1.8,7887,Hybrid,Manual,12742
2010,1.5,86892,Hybrid,Semi-Automatic,7862
2017,1.8,37685,Diesel,Manual,10246
2003,4.2,188952,Hybrid,Semi-Automatic,6420
2015,3.1,256058,Diesel,Automatic,8078
2008,4.5,246080,Petrol,Manual,6078
2001,1.7,103088,Electric,Automatic,7538
2022,1.3,102092,Petrol,Semi-Automatic,9958
2001,3.9,85459,Petrol,Manual,6590
2020,4.0,85954,Electric,Automatic,15880
2005,4.5,89422,Petrol,Automatic,9811
2007,1.6,67080,Diesel,Manual,6458
2007,3.4,275042,Diesel,Automatic,5599
2004,4.9,220473,Hybrid,Manual,6790
2005,1.8,13353,Electric,Manual,9132
2007,4.9,40316,Hybrid,Manual,11293
2015,4.9,213995,Petrol,Manual,9220
2002,2.1,249454,Electric,Manual,3810
2017,1.3,179848,Electric,Semi-Automatic,8903
2019,4.9,42389,Hybrid,Manual,14852
2003,2.9,63886,Petrol,Automatic,8122
2013,2.1,100047,Petrol,Manual,8099
2009,3.7,24132,Petrol,Semi-Automatic,10017
2019,4.3,187276,Electric,Manual,12354
2020,4.9,100441,Diesel,Manual,12991
2015,1.9,163910,Hybrid,Manual,8221
2021,4.1,37195,Diesel,Automatic,15256
2014,2.7,143682,Hybrid,Automatic,10626
2010,3.3,292576,Electric,Automatic,8048
2020,2.2,34617,Diesel,Automatic,13107
2018,2.6,17983,Hybrid,Automatic,14240
2019,4.8,165434,Hybrid,Automatic,13791
2008,4.8,72579,Hybrid,Semi-Automatic,10848
2017,3.6,154486,Electric,Semi-Automatic,11710
2012,1.8,213510,Electric,Manual,7229
2011,3.5,191624,Diesel,Manual,7067
2022,3.1,233710,Hybrid,Semi-Automatic,10125
2004,3.5,213763,Petrol,Manual,4524
2012,3.2,106364,Petrol,Manual,8772
2016,1.8,84202,Petrol,Manual,9015
2012,1.3,75977,Petrol,Semi-Automatic,7480
2023,4.1,230235,Electric,Automatic,13995
2015,2.9,203225,Electric,Manual,9435
2002,1.9,207014,Diesel,Manual,2459
2023,2.2,280936,Diesel,Manual,7581
2021,2.9,28402,Petrol,Manual,12731
2014,1.6,238558,Petrol,Manual,5128
2007,1.9,203009,Electric,Manual,6039
2017,1.0,217816,Electric,Manual,7843
2008,1.3,56405,Electric,Manual,8671
2000,2.4,157208,Diesel,Manual,3355
2001,3.2,159856,Diesel,Semi-Automatic,4402
2016,4.6,59450,Diesel,Automatic,13811
2013,1.3,34820,Electric,Automatic,12103
2016,1.0,211578,Electric,Semi-Automatic,7668
2013,4.5,150515,Petrol,Semi-Automatic,9489
2006,1.9,112805,Petrol,Semi-Automatic,5543
2004,2.9,250475,Hybrid,Semi-Automatic,4190
2009,2.5,148855,Electric,Manual,8322
2009,2.4,18036,Petrol,Manual,8839
2020,3.5,132329,Hybrid,Semi-Automatic,11953
2018,3.0,228362,Diesel,Manual,7932
2014,2.4,131822,Hybrid,Automatic,10563
2023,2.6,62285,Diesel,Automatic,13854
2008,2.0,202191,Electric,Automatic,7956
2015,3.7,94816,Hybrid,Semi-Automatic,11403
2019,3.7,143171,Diesel,Automatic,12136
2007,4.4,5568,Electric,Semi-Automatic,12488
2016,4.8,1064,Hybrid,Manual,14678
2013,1.7,83367,Electric,Semi-Automatic,10032
2005,4.3,130852,Electric,Semi-Automatic,9282
2019,2.5,262723,Electric,Automatic,10545
2009,4.7,239901,Diesel,Manual,6701
2008,2.8,19835,Petrol,Semi-Automatic,8903
2015,1.3,282191,Diesel,Automatic,5756
2008,2.0,61418,Electric,Semi-Automatic,9271
2007,1.4,40965,Diesel,Semi-Automatic,6780
2001,2.8,282319,Hybrid,Automatic,4053
2016,4.8,93677,Hybrid,Automatic,14326
2018,1.9,182852,Diesel,Automatic,9242
2022,4.0,66018,Petrol,Automatic,14879
2013,4.6,264204,Hybrid,Semi-Automatic,8315
2011,2.9,267798,Diesel,Semi-Automatic,4944
2014,4.4,200804,Hybrid,Semi-Automatic,9683
2002,4.5,261006,Diesel,Manual,3979
2022,2.1,1906,Diesel,Semi-Automatic,12761
2000,2.2,151812,Diesel,Manual,3263
2011,3.5,133153,Diesel,Manual,8236
2010,2.5,55812,Electric,Automatic,11983
2002,3.0,175153,Diesel,Semi-Automatic,4196
2002,2.1,256425,Petrol,Semi-Automatic,2000
2020,3.4,151481,Petrol,Semi-Automatic,10470
2014,3.8,164325,Diesel,Semi-Automatic,8813
2004,3.1,184871,Petrol,Manual,4702
2012,1.7,46963,Petrol,Manual,8460
2023,4.8,144096,Petrol,Semi-Automatic,12918
2000,4.8,189164,Diesel,Automatic,6616
2010,4.8,233196,Electric,Semi-Automatic,9236
2022,4.5,19165,Diesel,Automatic,16316
2017,1.7,231532,Diesel,Manual,6269
2010,4.4,152466,Diesel,Automatic,9950
2003,2.2,180863,Electric,Semi-Automatic,5582
2013,4.0,151734,Diesel,Automatic,10465
2011,1.7,64106,Diesel,Semi-Automatic,7817
2011,2.4,229655,Electric,Manual,7206
2015,3.2,204013,Petrol,Semi-Automatic,7719
2009,1.0,208583,Diesel,Automatic,5128
2002,4.7,61535,Electric,Semi-Automatic,10169
2011,3.2,176930,Hybrid,Semi-Automatic,8061
2019,2.6,49817,Petrol,Semi-Automatic,11403
2017,1.4,212576,Diesel,Semi-Automatic,6348
2008,2.6,272185,Diesel,Manual,3656
2001,3.2,214674,Petrol,Manual,3306
2012,2.5,252115,Diesel,Automatic,6657
2019,1.5,285575,Petrol,Manual,5588
2002,4.7,87544,Diesel,Manual,7649
2004,1.1,35570,Diesel,Automatic,7188
2011,2.5,109008,Electric,Semi-Automatic,9719
2006,1.2,163168,Hybrid,Manual,4836
2014,3.5,87181,Electric,Semi-Automatic,12056
2005,4.8,240527,Petrol,Automatic,7089
2013,1.4,192393,Electric,Automatic,9052
2010,1.7,206335,Diesel,Manual,4673
2018,2.2,183658,Diesel,Semi-Automatic,8026
2009,4.9,132063,Petrol,Manual,9058
2014,1.0,223635,Petrol,Automatic,6327
2019,3.6,260280,Diesel,Manual,8194
2004,5.0,132068,Hybrid,Manual,8658
2007,1.5,181250,Petrol,Semi-Automatic,4075
2017,2.2,205295,Electric,Automatic,10794
2005,3.0,144199,Hybrid,Manual,6716
2008,3.5,284000,Hybrid,Manual,5320
2002,2.3,180395,Petrol,Semi-Automatic,3392
2003,3.5,97355,Diesel,Semi-Automatic,6552
2008,4.9,92827,Diesel,Semi-Automatic,9543
2004,2.3,235443,Electric,Automatic,6391
2017,2.0,68000,Petrol,Semi-Automatic,9840
2001,1.6,89796,Diesel,Automatic,5704
2020,4.7,186954,Petrol,Semi-Automatic,11060
2001,4.5,210371,Diesel,Semi-Automatic,4692
2002,2.5,49187,Electric,Manual,8216
2017,2.5,44142,Petrol,Automatic,12317
2010,1.6,255550,Hybrid,Automatic,6089
2008,2.3,150136,Petrol,Semi-Automatic,5797
2011,3.0,126817,Diesel,Automatic,9363
2017,4.1,268157,Electric,Automatic,11436
2020,5.0,56508,Diesel,Automatic,15469
2002,4.4,83927,Electric,Automatic,10921
2015,4.3,218104,Hybrid,Automatic,11037
2016,3.6,271745,Hybrid,Semi-Automatic,8065
2010,1.5,215696,Diesel,Semi-Automatic,4286
2020,1.3,201528,Hybrid,Manual,8369
2021,4.8,181278,Diesel,Automatic,13074
2014,2.0,222492,Diesel,Manual,5850
2004,4.0,126911,Diesel,Automatic,8261
2005,4.9,195620,Electric,Manual,8587
2001,2.7,177686,Petrol,Semi-Automatic,3546
2008,4.0,229386,Electric,Manual,7912
2023,1.8,60422,Diesel,Semi-Automatic,11591
2011,3.3,281236,Diesel,Automatic,6575
2015,1.6,202711,Petrol,Automatic,7645
2019,2.1,280632,Petrol,Manual,6287
2003,3.9,182192,Electric,Semi-Automatic,7256
2018,3.3,27157,Petrol,Semi-Automatic,12256
2000,5.0,199363,Petrol,Semi-Automatic,5112
2022,4.9,6863,Petrol,Manual,15462
2014,3.4,89526,Diesel,Automatic,11409
2019,3.5,96903,Hybrid,Automatic,13861
2001,4.0,35704,Hybrid,Automatic,10185
2014,3.5,161187,Hybrid,Semi-Automatic,9576
2009,3.5,76449,Electric,Manual,10771
2001,3.9,19843,Petrol,Manual,7903
2000,1.2,103614,Hybrid,Manual,4227
2005,3.4,256607,Hybrid,Manual,4867
2013,1.4,204333,Diesel,Automatic,6813
2019,3.2,283521,Petrol,Manual,7329
2023,2.7,201672,Electric,Manual,11666
2022,1.5,222668,Electric,Semi-Automatic,9746
2001,2.6,43761,Diesel,Manual,6124
2001,4.7,59718,Petrol,Automatic,9405
2006,1.1,14039,Hybrid,Automatic,9219
2013,1.6,141716,Hybrid,Manual,7765
2022,2.4,104599,Diesel,Semi-Automatic,11008
2017,1.9,282278,Hybrid,Manual,6454
2001,2.5,210985,Electric,Semi-Automatic,4680
2002,2.1,79025,Hybrid,Automatic,7719
2022,3.0,52689,Electric,Automatic,16146
2018,4.0,184080,Hybrid,Semi-Automatic,10818
2007,2.8,185683,Diesel,Manual,5286
2018,4.6,237720,Electric,Automatic,12845
2018,4.0,6098,Electric,Manual,15378
2005,4.3,272769,Electric,Automatic,7944
2007,2.9,13144,Electric,Manual,10837
2023,4.2,18248,Petrol,Manual,14835
2007,2.8,238724,Hybrid,Manual,5225
2003,2.6,286590,Diesel,Semi-Automatic,2000
2011,4.2,291049,Electric,Semi-Automatic,7779
2006,2.3,163052,Petrol,Automatic,6438
2018,4.7,8898,Electric,Manual,16022
2004,3.9,228725,Petrol,Automatic,6125
2016,2.1,8126,Petrol,Semi-Automatic,10837
2009,4.2,221870,Diesel,Semi-Automatic,6562
2021,4.0,133334,Hybrid,Automatic,14233
2006,4.4,276855,Hybrid,Automatic,7262
2003,4.6,162129,Electric,Manual,8357
2022,4.4,62734,Hybrid,Manual,14845
2008,2.4,2880,Petrol,Automatic,10342
2016,2.9,10380,Petrol,Manual,11592
2003,4.4,173173,Electric,Automatic,9436
2010,1.1,13601,Electric,Manual,9927
2012,4.4,57938,Hybrid,Automatic,13441
2011,3.8,122142,Hybrid,Automatic,11257
2011,4.7,51514,Diesel,Semi-Automatic,11069
2018,3.0,116209,Diesel,Manual,10175
2020,2.9,125825,Petrol,Semi-Automatic,10483
2003,3.1,235029,Diesel,Semi-Automatic,3399
2013,2.1,61878,Electric,Automatic,12362
2009,2.7,62039,Electric,Manual,10259
2019,3.3,15599,Petrol,Automatic,14288
2019,4.9,73887,Electric,Automatic,16722
2006,2.5,232088,Diesel,Semi-Automatic,3758
2017,1.7,166412,Electric,Manual,9571
2018,1.7,70260,Petrol,Automatic,11294
2006,3.0,110232,Diesel,Manual,6695
2016,3.6,228179,Petrol,Automatic,9436
2020,3.2,220296,Hybrid,Automatic,11394
2003,3.5,15300,Electric,Automatic,11694
2016,4.1,234176,Diesel,Semi-Automatic,8316
2007,4.9,247098,Diesel,Automatic,7658
2015,1.7,55038,Electric,Automatic,12699
2015,1.2,178698,Electric,Manual,8226
2002,4.0,239428,Hybrid,Manual,4911
2003,1.1,75829,Hybrid,Automatic,7083
2013,1.4,72172,Hybrid,Semi-Automatic,8956
2022,4.7,286738,Petrol,Manual,9665
2008,4.7,45559,Electric,Semi-Automatic,12288
2001,2.7,155536,Petrol,Automatic,5489
2017,3.3,141231,Hybrid,Semi-Automatic,10675
2013,3.3,184018,Electric,Automatic,11119
2014,2.2,229476,Electric,Semi-Automatic,7910
2011,1.4,151995,Hybrid,Semi-Automatic,6760
2011,1.9,191680,Hybrid,Manual,6466
2005,4.9,464,Electric,Manual,12490
2012,1.1,159339,Petrol,Semi-Automatic,5613
2015,4.6,13395,Diesel,Manual,12932
2018,2.0,27151,Diesel,Automatic,12456
2016,1.5,72633,Diesel,Automatic,10447
2016,4.0,137486,Hybrid,Automatic,12650
2005,3.1,115517,Diesel,Automatic,7889
2005,2.1,79897,Hybrid,Automatic,8602
2012,3.7,51665,Diesel,Automatic,11866
2017,1.4,3410,Electric,Manual,12531
2010,1.3,113673,Hybrid,Semi-Automatic,7126
2012,3.6,299818,Hybrid,Semi-Automatic,6303
2005,3.3,166957,Diesel,Semi-Automatic,5560
2021,4.8,104524,Diesel,Manual,13109
2013,4.2,233376,Electric,Automatic,11032
2019,1.9,248734,Diesel,Semi-Automatic,6725
2002,2.8,218885,Diesel,Manual,3122
2005,2.7,241335,Hybrid,Semi-Automatic,4473
2008,3.9,61794,Diesel,Automatic,10664
2018,1.4,132394,Electric,Semi-Automatic,10252
2014,4.7,77660,Hybrid,Semi-Automatic,12446
2015,2.7,72565,Hybrid,Semi-Automatic,10848
2007,3.0,145166,Hybrid,Automatic,8796
2012,1.8,268663,Electric,Manual,6126
2019,4.8,235390,Diesel,Manual,9892
2009,1.9,206148,Electric,Manual,6577
2017,4.6,133555,Diesel,Automatic,12628
2007,2.8,231194,Diesel,Automatic,5876
2013,3.2,129599,Hybrid,Automatic,11108
2023,3.8,33833,Diesel,Manual,14123
2003,1.3,59817,Diesel,Manual,5103
2023,4.6,26070,Electric,Semi-Automatic,17078
2010,1.1,48286,Electric,Automatic,10734
2006,3.0,77120,Electric,Automatic,10857
2016,4.7,141532,Diesel,Automatic,12269
2002,3.3,280773,Hybrid,Manual,3384
2023,4.6,153793,Diesel,Semi-Automatic,12524
2000,4.9,40527,Hybrid,Manual,9189
2022,2.9,37227,Petrol,Semi-Automatic,12855
2000,4.2,200754,Electric,Automatic,7784
2020,2.4,30068,Electric,Automatic,15398
2004,2.4,176865,Diesel,Semi-Automatic,4162
2002,2.8,79829,Electric,Manual,7903
2013,3.8,279744,Hybrid,Semi-Automatic,7205
2013,3.6,114121,Petrol,Automatic,10817
2016,4.2,156634,Petrol,Manual,9967
2015,2.1,184933,Diesel,Manual,7001
2011,3.6,52920,Diesel,Manual,9941
2000,2.9,257314,Electric,Semi-Automatic,3853
2012,1.7,32575,Petrol,Automatic,10248
2007,4.2,129413,Hybrid,Manual,8811
2004,3.5,31788,Diesel,Automatic,9664
2003,3.2,19907,Petrol,Semi-Automatic,7801
2000,5.0,94803,Hybrid,Semi-Automatic,8203
2002,2.1,217899,Electric,Manual,4442
2020,1.4,280732,Diesel,Semi-Automatic,5885
2000,2.3,247828,Hybrid,Manual,2443
2018,2.1,266946,Electric,Manual,8261
2019,1.4,169170,Petrol,Manual,7816
2001,2.8,93899,Hybrid,Manual,6322
2011,4.1,196806,Diesel,Semi-Automatic,7563
2008,3.2,83330,Diesel,Semi-Automatic,8033
2021,3.9,16170,Petrol,Manual,13976
2022,3.8,245725,Electric,Automatic,13085
2016,4.2,288473,Hybrid,Manual,8330
2008,1.5,180724,Petrol,Manual,4385
2013,4.2,186877,Diesel,Manual,8462
2004,1.2,117856,Petrol,Manual,4142
2010,3.1,112998,Petrol,Manual,7940
2007,3.8,183634,Petrol,Manual,6327
2020,1.1,159745,Electric,Automatic,11505
2015,4.7,30179,Electric,Manual,14696
2000,3.9,257208,Electric,Manual,4855
2009,4.7,175410,Petrol,Manual,7991
2020,3.6,135042,Petrol,Manual,10999
2005,1.9,153255,Petrol,Semi-Automatic,4434
2021,4.3,18069,Petrol,Manual,14338
2009,1.7,133329,Hybrid,Manual,6833
2011,3.6,250467,Electric,Manual,7990
2005,4.1,268530,Hybrid,Manual,5329
2000,4.8,43037,Electric,Semi-Automatic,10039
2008,3.9,6053,Electric,Automatic,13778
2006,2.5,251354,Hybrid,Manual,4372
2009,4.6,158411,Hybrid,Manual,9231
2003,3.9,249104,Electric,Semi-Automatic,5917
2018,2.4,50466,Electric,Automatic,14390
2013,3.9,29334,Petrol,Manual,11313
2008,2.5,261973,Electric,Semi-Automatic,5760
2003,3.0,82693,Electric,Manual,8346
2012,1.3,143095,Diesel,Automatic,7638
2006,4.5,21478,Electric,Automatic,13470
2019,2.3,49227,Diesel,Manual,11115
2007,2.3,185938,Hybrid,Manual,5781
2020,4.5,288635,Electric,Automatic,12327
2019,1.1,105555,Electric,Semi-Automatic,10788
2006,3.4,289298,Electric,Manual,5514
2010,1.7,246548,Hybrid,Manual,4869
2014,3.9,98449,Petrol,Manual,10231
2015,3.8,175806,Hybrid,Automatic,11383
2007,3.4,256558,Electric,Semi-Automatic,6468
2005,1.1,208422,Petrol,Manual,2531
2001,4.4,17528,Electric,Automatic,11949
2016,4.6,19046,Electric,Automatic,16619
2018,1.5,98136,Electric,Manual,11037
2016,4.6,118502,Diesel,Manual,11129
2011,1.4,180812,Electric,Semi-Automatic,7183
2009,4.9,242655,Electric,Manual,8846
2003,3.8,262792,Petrol,Semi-Automatic,3544
2011,4.7,134561,Diesel,Semi-Automatic,9408
2018,4.8,173693,Electric,Automatic,14326
2001,4.7,122928,Diesel,Manual,6641
2001,3.0,38726,Hybrid,Automatic,9125
2012,1.4,192630,Diesel,Automatic,6747
2014,4.8,148417,Diesel,Manual,10131
2023,4.3,140554,Petrol,Semi-Automatic,12488
2021,4.4,161063,Petrol,Semi-Automatic,11578
2007,3.0,219068,Hybrid,Manual,5818
2022,1.4,179768,Electric,Semi-Automatic,10504
2005,3.8,293937,Hybrid,Semi-Automatic,4521
2017,4.8,5686,Electric,Automatic,17386
2017,2.5,144055,Diesel,Semi-Automatic,8818
2016,2.2,259242,Electric,Manual,7915
2003,4.0,219313,Petrol,Automatic,6113
2004,4.8,188578,Hybrid,Automatic,8828
2017,2.4,78114,Diesel,Semi-Automatic,10037
2017,3.8,218815,Electric,Automatic,12123
2015,1.0,31953,Hybrid,Manual,9960
2011,1.3,158466,Diesel,Manual,5530
2001,1.1,51025,Hybrid,Semi-Automatic,5479
2004,1.9,78643,Petrol,Automatic,7127
2022,1.2,188526,Hybrid,Automatic,10629
2006,1.3,242962,Electric,Automatic,5840
2007,3.7,34075,Electric,Automatic,12718
2012,3.7,74879,Electric,Automatic,13402
2009,2.8,195158,Diesel,Manual,5696
2004,2.7,208100,Petrol,Semi-Automatic,3838
2008,2.8,267054,Diesel,Manual,3958
2017,4.8,94922,Hybrid,Manual,13101
2012,2.3,182254,Diesel,Automatic,7854
2015,1.5,81504,Petrol,Manual,8469
2008,3.2,208070,Diesel,Semi-Automatic,5538
2014,4.5,108746,Petrol,Automatic,12125
2003,2.2,132362,Hybrid,Automatic,7052
2022,3.1,288024,Electric,Semi-Automatic,10039
2020,1.5,287278,Electric,Manual,7854
2011,2.1,96697,Diesel,Manual,7566
2017,4.8,45576,Diesel,Automatic,14588
2003,4.4,99011,Electric,Automatic,10919
2017,3.6,203663,Hybrid,Manual,9726
2012,2.2,30438,Electric,Manual,11291
2018,2.1,145579,Hybrid,Automatic,11188
2015,2.3,245126,Petrol,Semi-Automatic,5997
2010,1.1,70800,Petrol,Automatic,8284
2022,4.4,165541,Petrol,Semi-Automatic,11789
2002,3.5,30233,Hybrid,Semi-Automatic,8595
2004,3.3,202088,Hybrid,Automatic,7058
2015,2.8,153011,Electric,Automatic,11839
2012,1.6,67160,Petrol,Automatic,9456
2007,1.3,7611,Electric,Semi-Automatic,9347
2011,3.1,60048,Hybrid,Semi-Automatic,10299
2020,4.3,259708,Electric,Semi-Automatic,11205
2009,1.5,226058,Hybrid,Semi-Automatic,4778
2010,4.1,292108,Petrol,Automatic,6857
2003,1.2,163611,Petrol,Manual,2927
2021,5.0,213777,Hybrid,Manual,12124
2002,4.4,282381,Petrol,Manual,3452
2016,3.7,8605,Diesel,Manual,12427
2011,2.0,171458,Diesel,Automatic,7470
2012,3.5,175562,Hybrid,Semi-Automatic,8688
2004,1.5,253703,Hybrid,Manual,2725
2012,2.7,80248,Hybrid,Automatic,11295
2004,2.9,203128,Petrol,Automatic,5637
2008,1.3,40014,Hybrid,Automatic,9499
2012,3.1,57470,Electric,Automatic,13150
2003,2.1,18980,Hybrid,Semi-Automatic,7720
2010,2.6,256743,Diesel,Semi-Automatic,4565
2017,1.5,99485,Petrol,Automatic,10210
2002,3.1,105904,Electric,Automatic,9181
2018,4.8,286450,Electric,Automatic,12071
2006,4.9,76978,Electric,Semi-Automatic,11260
2000,2.7,38496,Petrol,Automatic,7530
2016,4.9,110431,Electric,Manual,13591
2009,3.3,277044,Diesel,Automatic,6059
2013,2.9,150643,Diesel,Semi-Automatic,7887
2000,2.1,93376,Hybrid,Manual,5332
2000,4.7,277622,Hybrid,Manual,4247
2018,3.7,219198,Electric,Semi-Automatic,10816
2017,3.0,78527,Petrol,Semi-Automatic,10629
2000,1.5,37505,Hybrid,Automatic,7349
2019,1.0,85468,Hybrid,Semi-Automatic,10090
